instance,tree_file,inference_time_seconds
exon_10590.fasta,exon_10590.tre,0.484221
exon_10591.fasta,exon_10591.tre,0.864044
exon_10592.fasta,exon_10592.tre,0.662053
exon_10593.fasta,exon_10593.tre,0.514278
exon_10596.fasta,exon_10596.tre,0.627820
exon_10597.fasta,exon_10597.tre,0.503329
exon_10598.fasta,exon_10598.tre,0.900241
exon_10599.fasta,exon_10599.tre,0.479440
exon_1060.fasta,exon_1060.tre,0.440644
exon_10600.fasta,exon_10600.tre,0.505117
exon_10601.fasta,exon_10601.tre,0.672706
exon_10604.fasta,exon_10604.tre,0.421821
exon_10605.fasta,exon_10605.tre,0.617634
exon_10606.fasta,exon_10606.tre,0.516166
exon_10608.fasta,exon_10608.tre,0.541672
exon_10609.fasta,exon_10609.tre,0.726209
exon_10611.fasta,exon_10611.tre,0.322866
exon_10613.fasta,exon_10613.tre,0.433863
exon_10614.fasta,exon_10614.tre,0.336837
exon_10615.fasta,exon_10615.tre,0.507835
exon_10616.fasta,exon_10616.tre,0.487732
exon_10617.fasta,exon_10617.tre,0.534440
exon_10618.fasta,exon_10618.tre,0.377332
exon_10619.fasta,exon_10619.tre,1.408204
exon_1062.fasta,exon_1062.tre,0.575995
exon_10620.fasta,exon_10620.tre,1.220959
exon_10621.fasta,exon_10621.tre,0.551944
exon_10622.fasta,exon_10622.tre,0.620824
exon_10623.fasta,exon_10623.tre,0.425047
exon_10624.fasta,exon_10624.tre,0.582592
exon_10625.fasta,exon_10625.tre,0.845616
exon_10626.fasta,exon_10626.tre,0.847621
exon_10629.fasta,exon_10629.tre,0.478187
exon_1063.fasta,exon_1063.tre,0.434062
exon_10630.fasta,exon_10630.tre,0.562733
exon_10631.fasta,exon_10631.tre,0.567350
exon_10632.fasta,exon_10632.tre,0.479630
exon_10634.fasta,exon_10634.tre,0.577264
exon_10636.fasta,exon_10636.tre,0.493310
exon_10638.fasta,exon_10638.tre,0.570047
exon_10639.fasta,exon_10639.tre,0.418050
exon_10640.fasta,exon_10640.tre,0.507496
exon_10642.fasta,exon_10642.tre,0.517606
exon_10644.fasta,exon_10644.tre,0.558552
exon_10645.fasta,exon_10645.tre,0.487009
exon_10647.fasta,exon_10647.tre,0.293523
exon_10649.fasta,exon_10649.tre,0.653135
exon_10650.fasta,exon_10650.tre,0.689993
exon_10651.fasta,exon_10651.tre,0.496614
exon_10652.fasta,exon_10652.tre,0.524442
exon_10653.fasta,exon_10653.tre,0.584984
exon_10654.fasta,exon_10654.tre,0.607881
exon_10655.fasta,exon_10655.tre,0.736343
exon_10656.fasta,exon_10656.tre,0.429588
exon_10657.fasta,exon_10657.tre,0.449067
exon_10658.fasta,exon_10658.tre,0.495403
exon_10659.fasta,exon_10659.tre,0.694037
exon_1066.fasta,exon_1066.tre,0.644603
exon_10663.fasta,exon_10663.tre,0.458992
exon_10666.fasta,exon_10666.tre,0.697397
exon_10667.fasta,exon_10667.tre,1.010160
exon_10669.fasta,exon_10669.tre,0.409298
exon_1067.fasta,exon_1067.tre,0.512758
exon_10670.fasta,exon_10670.tre,2.073771
exon_10671.fasta,exon_10671.tre,0.549953
exon_10673.fasta,exon_10673.tre,0.675519
exon_10675.fasta,exon_10675.tre,0.424015
exon_10676.fasta,exon_10676.tre,2.085904
exon_10677.fasta,exon_10677.tre,0.647696
exon_10678.fasta,exon_10678.tre,0.541960
exon_10679.fasta,exon_10679.tre,0.476246
exon_1068.fasta,exon_1068.tre,0.413166
exon_10680.fasta,exon_10680.tre,0.551948
exon_10681.fasta,exon_10681.tre,0.668111
exon_10682.fasta,exon_10682.tre,0.724113
exon_10686.fasta,exon_10686.tre,0.356823
exon_10688.fasta,exon_10688.tre,0.779139
exon_10689.fasta,exon_10689.tre,0.475230
exon_10690.fasta,exon_10690.tre,0.667695
exon_10691.fasta,exon_10691.tre,0.671105
exon_10692.fasta,exon_10692.tre,1.585665
exon_10693.fasta,exon_10693.tre,0.443573
exon_10694.fasta,exon_10694.tre,0.679583
exon_10695.fasta,exon_10695.tre,0.513011
exon_10696.fasta,exon_10696.tre,0.812240
exon_10697.fasta,exon_10697.tre,0.439685
exon_10698.fasta,exon_10698.tre,0.674775
exon_10699.fasta,exon_10699.tre,0.576902
exon_107.fasta,exon_107.tre,0.505170
exon_10700.fasta,exon_10700.tre,0.549647
